participantId,task,difficulty,confidence,format
67895b7d6400163124042af7,writing-task-NL,4,4,jsonc
67895b7d6400163124042af7,reading-task-config-1,6,4,jsonc
67895b7d6400163124042af7,reading-task-config-2,7,3,jsonc
67895b7d6400163124042af7,reading-task-config-3,6,4,jsonc
67895b7d6400163124042af7,reading-task-config-4,6,4,jsonc
67895b7d6400163124042af7,reading-task-config-5,5,4,jsonc
67895b7d6400163124042af7,writing-task-config,7,4,jsonc
67895b7d6400163124042af7,modifying-task-config-1,7,4,jsonc
67895b7d6400163124042af7,modifying-task-config-2,6,4,jsonc
67895b7d6400163124042af7,modifying-task-config-3,7,5,jsonc
67895b7d6400163124042af7,modifying-task-config-4,7,5,jsonc
659960f32faa4ff4b116de92,writing-task-NL,1,7,toml
659960f32faa4ff4b116de92,reading-task-config-1,5,1,toml
659960f32faa4ff4b116de92,reading-task-config-2,4,5,toml
659960f32faa4ff4b116de92,reading-task-config-3,4,2,toml
659960f32faa4ff4b116de92,reading-task-config-4,7,1,toml
659960f32faa4ff4b116de92,reading-task-config-5,1,7,toml
659960f32faa4ff4b116de92,writing-task-config,7,1,toml
659960f32faa4ff4b116de92,modifying-task-config-1,1,3,toml
659960f32faa4ff4b116de92,modifying-task-config-2,3,2,toml
659960f32faa4ff4b116de92,modifying-task-config-3,1,7,toml
659960f32faa4ff4b116de92,modifying-task-config-4,3,5,toml
5f7f239e9b204e05b6c36538,writing-task-NL,1,1,json5
5f7f239e9b204e05b6c36538,reading-task-config-1,4,2,json5
5f7f239e9b204e05b6c36538,reading-task-config-2,1,3,json5
5f7f239e9b204e05b6c36538,reading-task-config-3,1,6,json5
5f7f239e9b204e05b6c36538,reading-task-config-4,7,1,json5
5f7f239e9b204e05b6c36538,reading-task-config-5,7,1,json5
5f7f239e9b204e05b6c36538,writing-task-config,7,1,json5
5f7f239e9b204e05b6c36538,modifying-task-config-1,7,1,json5
5f7f239e9b204e05b6c36538,modifying-task-config-2,7,1,json5
5f7f239e9b204e05b6c36538,modifying-task-config-3,3,4,json5
5f7f239e9b204e05b6c36538,modifying-task-config-4,5,2,json5
67b8636acd5ed420cc098b64,writing-task-NL,7,7,toml
67b8636acd5ed420cc098b64,reading-task-config-1,7,3,toml
67b8636acd5ed420cc098b64,reading-task-config-2,4,1,toml
67b8636acd5ed420cc098b64,reading-task-config-3,7,1,toml
67b8636acd5ed420cc098b64,reading-task-config-4,7,2,toml
67b8636acd5ed420cc098b64,reading-task-config-5,1,7,toml
67b8636acd5ed420cc098b64,writing-task-config,7,1,toml
67b8636acd5ed420cc098b64,modifying-task-config-1,7,2,toml
67b8636acd5ed420cc098b64,modifying-task-config-2,7,1,toml
67b8636acd5ed420cc098b64,modifying-task-config-3,4,2,toml
67b8636acd5ed420cc098b64,modifying-task-config-4,5,3,toml
57ca4b09993b08000192297b,writing-task-NL,1,4,xml
57ca4b09993b08000192297b,reading-task-config-1,1,7,xml
57ca4b09993b08000192297b,reading-task-config-2,1,7,xml
57ca4b09993b08000192297b,reading-task-config-3,3,6,xml
57ca4b09993b08000192297b,reading-task-config-4,2,6,xml
57ca4b09993b08000192297b,reading-task-config-5,1,7,xml
57ca4b09993b08000192297b,writing-task-config,4,4,xml
57ca4b09993b08000192297b,modifying-task-config-1,2,7,xml
57ca4b09993b08000192297b,modifying-task-config-2,2,6,xml
57ca4b09993b08000192297b,modifying-task-config-3,5,5,xml
57ca4b09993b08000192297b,modifying-task-config-4,6,2,xml
67d1cc8044430e99a7d91b4a,writing-task-NL,1,7,toml
67d1cc8044430e99a7d91b4a,reading-task-config-1,5,7,toml
67d1cc8044430e99a7d91b4a,reading-task-config-2,1,7,toml
67d1cc8044430e99a7d91b4a,reading-task-config-3,4,5,toml
67d1cc8044430e99a7d91b4a,reading-task-config-4,5,5,toml
67d1cc8044430e99a7d91b4a,reading-task-config-5,2,7,toml
67d1cc8044430e99a7d91b4a,writing-task-config,4,6,toml
67d1cc8044430e99a7d91b4a,modifying-task-config-1,1,6,toml
67d1cc8044430e99a7d91b4a,modifying-task-config-2,7,4,toml
67d1cc8044430e99a7d91b4a,modifying-task-config-3,2,6,toml
67d1cc8044430e99a7d91b4a,modifying-task-config-4,7,4,toml
6693ce87e76d32ccf07fbcd8,writing-task-NL,1,7,xml
6693ce87e76d32ccf07fbcd8,reading-task-config-1,1,7,xml
6693ce87e76d32ccf07fbcd8,reading-task-config-2,3,7,xml
6693ce87e76d32ccf07fbcd8,reading-task-config-3,1,7,xml
6693ce87e76d32ccf07fbcd8,reading-task-config-4,1,7,xml
6693ce87e76d32ccf07fbcd8,reading-task-config-5,1,7,xml
6693ce87e76d32ccf07fbcd8,writing-task-config,5,3,xml
6693ce87e76d32ccf07fbcd8,modifying-task-config-1,1,7,xml
6693ce87e76d32ccf07fbcd8,modifying-task-config-2,1,7,xml
6693ce87e76d32ccf07fbcd8,modifying-task-config-3,2,6,xml
6693ce87e76d32ccf07fbcd8,modifying-task-config-4,1,7,xml
680ebf035ab59d342f31726e,writing-task-NL,2,7,hjson
680ebf035ab59d342f31726e,reading-task-config-1,2,7,hjson
680ebf035ab59d342f31726e,reading-task-config-2,2,7,hjson
680ebf035ab59d342f31726e,reading-task-config-3,2,7,hjson
680ebf035ab59d342f31726e,reading-task-config-4,2,7,hjson
680ebf035ab59d342f31726e,reading-task-config-5,2,7,hjson
680ebf035ab59d342f31726e,writing-task-config,4,6,hjson
680ebf035ab59d342f31726e,modifying-task-config-1,2,7,hjson
680ebf035ab59d342f31726e,modifying-task-config-2,2,7,hjson
680ebf035ab59d342f31726e,modifying-task-config-3,2,7,hjson
680ebf035ab59d342f31726e,modifying-task-config-4,4,5,hjson
67f0d86fabc081fdc410e828,writing-task-NL,1,7,yaml
67f0d86fabc081fdc410e828,reading-task-config-1,7,5,yaml
67f0d86fabc081fdc410e828,reading-task-config-2,5,7,yaml
67f0d86fabc081fdc410e828,reading-task-config-3,1,7,yaml
67f0d86fabc081fdc410e828,reading-task-config-4,3,6,yaml
67f0d86fabc081fdc410e828,reading-task-config-5,1,7,yaml
67f0d86fabc081fdc410e828,writing-task-config,7,1,yaml
67f0d86fabc081fdc410e828,modifying-task-config-1,1,7,yaml
67f0d86fabc081fdc410e828,modifying-task-config-2,1,7,yaml
67f0d86fabc081fdc410e828,modifying-task-config-3,1,6,yaml
67f0d86fabc081fdc410e828,modifying-task-config-4,3,5,yaml
6691809035e52ca9b2b0f39a,writing-task-NL,5,6,yaml
6691809035e52ca9b2b0f39a,reading-task-config-1,1,7,yaml
6691809035e52ca9b2b0f39a,reading-task-config-2,5,7,yaml
6691809035e52ca9b2b0f39a,reading-task-config-3,1,7,yaml
6691809035e52ca9b2b0f39a,reading-task-config-4,4,5,yaml
6691809035e52ca9b2b0f39a,reading-task-config-5,1,7,yaml
6691809035e52ca9b2b0f39a,writing-task-config,7,1,yaml
6691809035e52ca9b2b0f39a,modifying-task-config-1,3,2,yaml
6691809035e52ca9b2b0f39a,modifying-task-config-2,4,5,yaml
6691809035e52ca9b2b0f39a,modifying-task-config-3,4,1,yaml
6691809035e52ca9b2b0f39a,modifying-task-config-4,4,2,yaml
678faf5b31008609fd85b185,writing-task-NL,3,3,json5
678faf5b31008609fd85b185,reading-task-config-1,6,2,json5
678faf5b31008609fd85b185,reading-task-config-2,6,3,json5
678faf5b31008609fd85b185,reading-task-config-3,3,6,json5
678faf5b31008609fd85b185,reading-task-config-4,6,4,json5
678faf5b31008609fd85b185,reading-task-config-5,2,6,json5
678faf5b31008609fd85b185,writing-task-config,7,2,json5
678faf5b31008609fd85b185,modifying-task-config-1,2,4,json5
678faf5b31008609fd85b185,modifying-task-config-2,4,4,json5
678faf5b31008609fd85b185,modifying-task-config-3,4,4,json5
678faf5b31008609fd85b185,modifying-task-config-4,7,1,json5
65e85a421f2dee53c62fbf45,writing-task-NL,1,7,json5
65e85a421f2dee53c62fbf45,reading-task-config-1,1,6,json5
65e85a421f2dee53c62fbf45,reading-task-config-2,2,6,json5
65e85a421f2dee53c62fbf45,reading-task-config-3,4,4,json5
65e85a421f2dee53c62fbf45,reading-task-config-4,7,3,json5
65e85a421f2dee53c62fbf45,reading-task-config-5,1,7,json5
65e85a421f2dee53c62fbf45,writing-task-config,7,1,json5
65e85a421f2dee53c62fbf45,modifying-task-config-1,1,7,json5
65e85a421f2dee53c62fbf45,modifying-task-config-2,7,4,json5
65e85a421f2dee53c62fbf45,modifying-task-config-3,5,5,json5
65e85a421f2dee53c62fbf45,modifying-task-config-4,3,6,json5
666b0b42bb6fa2822fa27a32,writing-task-NL,1,1,json5
666b0b42bb6fa2822fa27a32,reading-task-config-1,3,4,json5
666b0b42bb6fa2822fa27a32,reading-task-config-2,2,5,json5
666b0b42bb6fa2822fa27a32,reading-task-config-3,5,3,json5
666b0b42bb6fa2822fa27a32,reading-task-config-4,3,4,json5
666b0b42bb6fa2822fa27a32,reading-task-config-5,1,6,json5
666b0b42bb6fa2822fa27a32,writing-task-config,4,4,json5
666b0b42bb6fa2822fa27a32,modifying-task-config-1,3,4,json5
666b0b42bb6fa2822fa27a32,modifying-task-config-2,5,3,json5
666b0b42bb6fa2822fa27a32,modifying-task-config-3,2,6,json5
666b0b42bb6fa2822fa27a32,modifying-task-config-4,3,5,json5
6708da9c62672d0fe65b6683,writing-task-NL,1,7,jsonc
6708da9c62672d0fe65b6683,reading-task-config-1,6,3,jsonc
6708da9c62672d0fe65b6683,reading-task-config-2,4,3,jsonc
6708da9c62672d0fe65b6683,reading-task-config-3,2,5,jsonc
6708da9c62672d0fe65b6683,reading-task-config-4,7,1,jsonc
6708da9c62672d0fe65b6683,reading-task-config-5,2,4,jsonc
6708da9c62672d0fe65b6683,writing-task-config,7,1,jsonc
6708da9c62672d0fe65b6683,modifying-task-config-1,7,1,jsonc
6708da9c62672d0fe65b6683,modifying-task-config-2,7,1,jsonc
6708da9c62672d0fe65b6683,modifying-task-config-3,7,1,jsonc
6708da9c62672d0fe65b6683,modifying-task-config-4,7,1,jsonc
60f70af563ef757f65e750e0,writing-task-NL,1,7,xml
60f70af563ef757f65e750e0,reading-task-config-1,3,5,xml
60f70af563ef757f65e750e0,reading-task-config-2,3,6,xml
60f70af563ef757f65e750e0,reading-task-config-3,3,4,xml
60f70af563ef757f65e750e0,reading-task-config-4,4,4,xml
60f70af563ef757f65e750e0,reading-task-config-5,3,4,xml
60f70af563ef757f65e750e0,writing-task-config,6,2,xml
60f70af563ef757f65e750e0,modifying-task-config-1,5,4,xml
60f70af563ef757f65e750e0,modifying-task-config-2,3,5,xml
60f70af563ef757f65e750e0,modifying-task-config-3,3,5,xml
60f70af563ef757f65e750e0,modifying-task-config-4,4,3,xml
670f9ddb0e32533c222c3031,writing-task-NL,3,6,json
670f9ddb0e32533c222c3031,reading-task-config-1,5,4,json
670f9ddb0e32533c222c3031,reading-task-config-2,5,4,json
670f9ddb0e32533c222c3031,reading-task-config-3,5,6,json
670f9ddb0e32533c222c3031,reading-task-config-4,6,5,json
670f9ddb0e32533c222c3031,reading-task-config-5,4,6,json
670f9ddb0e32533c222c3031,writing-task-config,5,6,json
670f9ddb0e32533c222c3031,modifying-task-config-1,4,5,json
670f9ddb0e32533c222c3031,modifying-task-config-2,4,6,json
670f9ddb0e32533c222c3031,modifying-task-config-3,4,6,json
670f9ddb0e32533c222c3031,modifying-task-config-4,4,6,json
67d03135f855dd0ff0994265,writing-task-NL,1,6,toml
67d03135f855dd0ff0994265,reading-task-config-1,2,4,toml
67d03135f855dd0ff0994265,reading-task-config-2,2,6,toml
67d03135f855dd0ff0994265,reading-task-config-3,1,6,toml
67d03135f855dd0ff0994265,reading-task-config-4,4,1,toml
67d03135f855dd0ff0994265,reading-task-config-5,5,2,toml
67d03135f855dd0ff0994265,writing-task-config,5,3,toml
67d03135f855dd0ff0994265,modifying-task-config-1,5,2,toml
67d03135f855dd0ff0994265,modifying-task-config-2,3,4,toml
67d03135f855dd0ff0994265,modifying-task-config-3,3,3,toml
67d03135f855dd0ff0994265,modifying-task-config-4,3,3,toml
674f479b2a4ef75e4551f258,writing-task-NL,2,6,json5
674f479b2a4ef75e4551f258,reading-task-config-1,2,6,json5
674f479b2a4ef75e4551f258,reading-task-config-2,1,6,json5
674f479b2a4ef75e4551f258,reading-task-config-3,1,7,json5
674f479b2a4ef75e4551f258,reading-task-config-4,3,5,json5
674f479b2a4ef75e4551f258,reading-task-config-5,4,4,json5
674f479b2a4ef75e4551f258,writing-task-config,2,6,json5
674f479b2a4ef75e4551f258,modifying-task-config-1,2,6,json5
674f479b2a4ef75e4551f258,modifying-task-config-2,3,4,json5
674f479b2a4ef75e4551f258,modifying-task-config-3,2,6,json5
674f479b2a4ef75e4551f258,modifying-task-config-4,4,3,json5
5ee4a14b578f8a000b384376,writing-task-NL,1,7,yaml
5ee4a14b578f8a000b384376,reading-task-config-1,2,7,yaml
5ee4a14b578f8a000b384376,reading-task-config-2,2,7,yaml
5ee4a14b578f8a000b384376,reading-task-config-3,2,7,yaml
5ee4a14b578f8a000b384376,reading-task-config-4,4,3,yaml
5ee4a14b578f8a000b384376,reading-task-config-5,3,5,yaml
5ee4a14b578f8a000b384376,writing-task-config,7,1,yaml
5ee4a14b578f8a000b384376,modifying-task-config-1,2,6,yaml
5ee4a14b578f8a000b384376,modifying-task-config-2,4,6,yaml
5ee4a14b578f8a000b384376,modifying-task-config-3,7,1,yaml
5ee4a14b578f8a000b384376,modifying-task-config-4,7,1,yaml
63af557b3d4f219c3226b7d6,writing-task-NL,2,6,yaml
63af557b3d4f219c3226b7d6,reading-task-config-1,3,6,yaml
63af557b3d4f219c3226b7d6,reading-task-config-2,3,5,yaml
63af557b3d4f219c3226b7d6,reading-task-config-3,3,5,yaml
63af557b3d4f219c3226b7d6,reading-task-config-4,5,4,yaml
63af557b3d4f219c3226b7d6,reading-task-config-5,3,5,yaml
63af557b3d4f219c3226b7d6,writing-task-config,7,1,yaml
63af557b3d4f219c3226b7d6,modifying-task-config-1,6,1,yaml
63af557b3d4f219c3226b7d6,modifying-task-config-2,5,2,yaml
63af557b3d4f219c3226b7d6,modifying-task-config-3,6,1,yaml
63af557b3d4f219c3226b7d6,modifying-task-config-4,7,1,yaml
65583ffa38bfc41805a553cd,writing-task-NL,1,7,hjson
65583ffa38bfc41805a553cd,reading-task-config-1,4,4,hjson
65583ffa38bfc41805a553cd,reading-task-config-2,2,6,hjson
65583ffa38bfc41805a553cd,reading-task-config-3,2,6,hjson
65583ffa38bfc41805a553cd,reading-task-config-4,7,1,hjson
65583ffa38bfc41805a553cd,reading-task-config-5,1,6,hjson
65583ffa38bfc41805a553cd,writing-task-config,7,1,hjson
65583ffa38bfc41805a553cd,modifying-task-config-1,1,7,hjson
65583ffa38bfc41805a553cd,modifying-task-config-2,2,7,hjson
65583ffa38bfc41805a553cd,modifying-task-config-3,1,7,hjson
65583ffa38bfc41805a553cd,modifying-task-config-4,7,1,hjson
66684d30d1a0d64a3a348c82,writing-task-NL,1,6,yaml
66684d30d1a0d64a3a348c82,reading-task-config-1,6,4,yaml
66684d30d1a0d64a3a348c82,reading-task-config-2,6,4,yaml
66684d30d1a0d64a3a348c82,reading-task-config-3,5,4,yaml
66684d30d1a0d64a3a348c82,reading-task-config-4,7,3,yaml
66684d30d1a0d64a3a348c82,reading-task-config-5,6,3,yaml
66684d30d1a0d64a3a348c82,writing-task-config,7,2,yaml
66684d30d1a0d64a3a348c82,modifying-task-config-1,7,1,yaml
66684d30d1a0d64a3a348c82,modifying-task-config-2,6,3,yaml
66684d30d1a0d64a3a348c82,modifying-task-config-3,7,1,yaml
66684d30d1a0d64a3a348c82,modifying-task-config-4,7,1,yaml
60ec51c51a3158a50ded8a3e,writing-task-NL,2,6,json5
60ec51c51a3158a50ded8a3e,reading-task-config-1,1,7,json5
60ec51c51a3158a50ded8a3e,reading-task-config-2,2,6,json5
60ec51c51a3158a50ded8a3e,reading-task-config-3,1,7,json5
60ec51c51a3158a50ded8a3e,reading-task-config-4,3,5,json5
60ec51c51a3158a50ded8a3e,reading-task-config-5,2,5,json5
60ec51c51a3158a50ded8a3e,writing-task-config,4,5,json5
60ec51c51a3158a50ded8a3e,modifying-task-config-1,3,5,json5
60ec51c51a3158a50ded8a3e,modifying-task-config-2,3,5,json5
60ec51c51a3158a50ded8a3e,modifying-task-config-3,3,4,json5
60ec51c51a3158a50ded8a3e,modifying-task-config-4,3,3,json5
671bdd06525adeea062a1d73,writing-task-NL,1,7,json
671bdd06525adeea062a1d73,reading-task-config-1,1,7,json
671bdd06525adeea062a1d73,reading-task-config-2,1,7,json
671bdd06525adeea062a1d73,reading-task-config-3,1,7,json
671bdd06525adeea062a1d73,reading-task-config-4,1,7,json
671bdd06525adeea062a1d73,reading-task-config-5,1,7,json
671bdd06525adeea062a1d73,writing-task-config,1,7,json
671bdd06525adeea062a1d73,modifying-task-config-1,1,7,json
671bdd06525adeea062a1d73,modifying-task-config-2,1,7,json
671bdd06525adeea062a1d73,modifying-task-config-3,1,7,json
671bdd06525adeea062a1d73,modifying-task-config-4,1,7,json
6647e8618c77f7b938865d25,writing-task-NL,1,7,json5
6647e8618c77f7b938865d25,reading-task-config-1,5,7,json5
6647e8618c77f7b938865d25,reading-task-config-2,6,3,json5
6647e8618c77f7b938865d25,reading-task-config-3,1,7,json5
6647e8618c77f7b938865d25,reading-task-config-4,6,4,json5
6647e8618c77f7b938865d25,reading-task-config-5,3,6,json5
6647e8618c77f7b938865d25,writing-task-config,6,6,json5
6647e8618c77f7b938865d25,modifying-task-config-1,2,7,json5
6647e8618c77f7b938865d25,modifying-task-config-2,3,7,json5
6647e8618c77f7b938865d25,modifying-task-config-3,5,6,json5
6647e8618c77f7b938865d25,modifying-task-config-4,2,7,json5
613a541cf948d295c1df8752,writing-task-NL,1,7,jsonc
613a541cf948d295c1df8752,reading-task-config-1,2,6,jsonc
613a541cf948d295c1df8752,reading-task-config-2,1,7,jsonc
613a541cf948d295c1df8752,reading-task-config-3,1,7,jsonc
613a541cf948d295c1df8752,reading-task-config-4,2,6,jsonc
613a541cf948d295c1df8752,reading-task-config-5,1,7,jsonc
613a541cf948d295c1df8752,writing-task-config,5,3,jsonc
613a541cf948d295c1df8752,modifying-task-config-1,3,3,jsonc
613a541cf948d295c1df8752,modifying-task-config-2,2,5,jsonc
613a541cf948d295c1df8752,modifying-task-config-3,2,6,jsonc
613a541cf948d295c1df8752,modifying-task-config-4,5,3,jsonc
5e5c993cd0394c474f7cc502,writing-task-NL,7,7,toml
5e5c993cd0394c474f7cc502,reading-task-config-1,1,7,toml
5e5c993cd0394c474f7cc502,reading-task-config-2,2,6,toml
5e5c993cd0394c474f7cc502,reading-task-config-3,1,7,toml
5e5c993cd0394c474f7cc502,reading-task-config-4,2,7,toml
5e5c993cd0394c474f7cc502,reading-task-config-5,1,7,toml
5e5c993cd0394c474f7cc502,writing-task-config,7,3,toml
5e5c993cd0394c474f7cc502,modifying-task-config-1,2,3,toml
5e5c993cd0394c474f7cc502,modifying-task-config-2,2,6,toml
5e5c993cd0394c474f7cc502,modifying-task-config-3,2,4,toml
5e5c993cd0394c474f7cc502,modifying-task-config-4,5,1,toml
67c045fa5074c5500ca40e76,writing-task-NL,1,7,xml
67c045fa5074c5500ca40e76,reading-task-config-1,7,6,xml
67c045fa5074c5500ca40e76,reading-task-config-2,7,4,xml
67c045fa5074c5500ca40e76,reading-task-config-3,6,5,xml
67c045fa5074c5500ca40e76,reading-task-config-4,7,6,xml
67c045fa5074c5500ca40e76,reading-task-config-5,7,5,xml
67c045fa5074c5500ca40e76,writing-task-config,7,6,xml
67c045fa5074c5500ca40e76,modifying-task-config-1,7,3,xml
67c045fa5074c5500ca40e76,modifying-task-config-2,7,2,xml
67c045fa5074c5500ca40e76,modifying-task-config-3,7,1,xml
67c045fa5074c5500ca40e76,modifying-task-config-4,7,1,xml
67d2eaf9d5996dc6be1c7072,writing-task-NL,1,7,xml
67d2eaf9d5996dc6be1c7072,reading-task-config-1,1,7,xml
67d2eaf9d5996dc6be1c7072,reading-task-config-2,1,7,xml
67d2eaf9d5996dc6be1c7072,reading-task-config-3,5,4,xml
67d2eaf9d5996dc6be1c7072,reading-task-config-4,4,5,xml
67d2eaf9d5996dc6be1c7072,reading-task-config-5,1,7,xml
67d2eaf9d5996dc6be1c7072,writing-task-config,7,1,xml
67d2eaf9d5996dc6be1c7072,modifying-task-config-1,1,7,xml
67d2eaf9d5996dc6be1c7072,modifying-task-config-2,7,1,xml
67d2eaf9d5996dc6be1c7072,modifying-task-config-3,5,3,xml
67d2eaf9d5996dc6be1c7072,modifying-task-config-4,5,3,xml
60e2ebb6ad1d5ee0e515a7c5,writing-task-NL,2,3,yaml
60e2ebb6ad1d5ee0e515a7c5,reading-task-config-1,4,2,yaml
60e2ebb6ad1d5ee0e515a7c5,reading-task-config-2,4,3,yaml
60e2ebb6ad1d5ee0e515a7c5,reading-task-config-3,2,5,yaml
60e2ebb6ad1d5ee0e515a7c5,reading-task-config-4,6,1,yaml
60e2ebb6ad1d5ee0e515a7c5,reading-task-config-5,1,7,yaml
60e2ebb6ad1d5ee0e515a7c5,writing-task-config,7,1,yaml
60e2ebb6ad1d5ee0e515a7c5,modifying-task-config-1,1,7,yaml
60e2ebb6ad1d5ee0e515a7c5,modifying-task-config-2,2,4,yaml
60e2ebb6ad1d5ee0e515a7c5,modifying-task-config-3,3,5,yaml
60e2ebb6ad1d5ee0e515a7c5,modifying-task-config-4,5,3,yaml
67153c0d669d191ab273b865,writing-task-NL,1,7,yaml
67153c0d669d191ab273b865,reading-task-config-1,7,4,yaml
67153c0d669d191ab273b865,reading-task-config-2,7,4,yaml
67153c0d669d191ab273b865,reading-task-config-3,4,7,yaml
67153c0d669d191ab273b865,reading-task-config-4,7,3,yaml
67153c0d669d191ab273b865,reading-task-config-5,6,6,yaml
67153c0d669d191ab273b865,writing-task-config,7,1,yaml
67153c0d669d191ab273b865,modifying-task-config-1,7,1,yaml
67153c0d669d191ab273b865,modifying-task-config-2,7,6,yaml
67153c0d669d191ab273b865,modifying-task-config-3,7,1,yaml
67153c0d669d191ab273b865,modifying-task-config-4,7,2,yaml
67ab1d683813ed19603e1030,writing-task-NL,1,7,yaml
67ab1d683813ed19603e1030,reading-task-config-1,4,5,yaml
67ab1d683813ed19603e1030,reading-task-config-2,1,7,yaml
67ab1d683813ed19603e1030,reading-task-config-3,1,7,yaml
67ab1d683813ed19603e1030,reading-task-config-4,6,2,yaml
67ab1d683813ed19603e1030,reading-task-config-5,1,7,yaml
67ab1d683813ed19603e1030,writing-task-config,5,2,yaml
67ab1d683813ed19603e1030,modifying-task-config-1,1,7,yaml
67ab1d683813ed19603e1030,modifying-task-config-2,3,5,yaml
67ab1d683813ed19603e1030,modifying-task-config-3,6,1,yaml
67ab1d683813ed19603e1030,modifying-task-config-4,1,7,yaml
60e343946a7faddde88fbe3c,writing-task-NL,1,7,yaml
60e343946a7faddde88fbe3c,reading-task-config-1,1,7,yaml
60e343946a7faddde88fbe3c,reading-task-config-2,1,7,yaml
60e343946a7faddde88fbe3c,reading-task-config-3,1,7,yaml
60e343946a7faddde88fbe3c,reading-task-config-4,2,7,yaml
60e343946a7faddde88fbe3c,reading-task-config-5,3,6,yaml
60e343946a7faddde88fbe3c,writing-task-config,4,6,yaml
60e343946a7faddde88fbe3c,modifying-task-config-1,2,7,yaml
60e343946a7faddde88fbe3c,modifying-task-config-2,1,7,yaml
60e343946a7faddde88fbe3c,modifying-task-config-3,2,7,yaml
60e343946a7faddde88fbe3c,modifying-task-config-4,2,5,yaml
67e0333064ddada0e2fc6f1e,writing-task-NL,1,7,yaml
67e0333064ddada0e2fc6f1e,reading-task-config-1,1,7,yaml
67e0333064ddada0e2fc6f1e,reading-task-config-2,1,7,yaml
67e0333064ddada0e2fc6f1e,reading-task-config-3,1,7,yaml
67e0333064ddada0e2fc6f1e,reading-task-config-4,1,7,yaml
67e0333064ddada0e2fc6f1e,reading-task-config-5,1,7,yaml
67e0333064ddada0e2fc6f1e,writing-task-config,1,7,yaml
67e0333064ddada0e2fc6f1e,modifying-task-config-1,1,7,yaml
67e0333064ddada0e2fc6f1e,modifying-task-config-2,1,7,yaml
67e0333064ddada0e2fc6f1e,modifying-task-config-3,1,7,yaml
67e0333064ddada0e2fc6f1e,modifying-task-config-4,1,7,yaml
5b3ec4332a5fbf00014eae57,writing-task-NL,7,4,toml
5b3ec4332a5fbf00014eae57,reading-task-config-1,1,7,toml
5b3ec4332a5fbf00014eae57,reading-task-config-2,4,3,toml
5b3ec4332a5fbf00014eae57,reading-task-config-3,1,7,toml
5b3ec4332a5fbf00014eae57,reading-task-config-4,6,1,toml
5b3ec4332a5fbf00014eae57,reading-task-config-5,2,5,toml
5b3ec4332a5fbf00014eae57,writing-task-config,7,1,toml
5b3ec4332a5fbf00014eae57,modifying-task-config-1,5,2,toml
5b3ec4332a5fbf00014eae57,modifying-task-config-2,6,2,toml
5b3ec4332a5fbf00014eae57,modifying-task-config-3,4,2,toml
5b3ec4332a5fbf00014eae57,modifying-task-config-4,7,1,toml
66912d7bf9d35c08f6919958,writing-task-NL,1,7,json
66912d7bf9d35c08f6919958,reading-task-config-1,1,7,json
66912d7bf9d35c08f6919958,reading-task-config-2,1,7,json
66912d7bf9d35c08f6919958,reading-task-config-3,1,7,json
66912d7bf9d35c08f6919958,reading-task-config-4,1,7,json
66912d7bf9d35c08f6919958,reading-task-config-5,1,7,json
66912d7bf9d35c08f6919958,writing-task-config,1,7,json
