participantId,task,difficulty,confidence,format
66912d7bf9d35c08f6919958,modifying-task-config-1,1,7,json
66912d7bf9d35c08f6919958,modifying-task-config-2,1,7,json
66912d7bf9d35c08f6919958,modifying-task-config-3,1,7,json
66912d7bf9d35c08f6919958,modifying-task-config-4,1,7,json
6717980047b565ab5b849317,writing-task-NL,1,6,hjson
6717980047b565ab5b849317,reading-task-config-1,6,4,hjson
6717980047b565ab5b849317,reading-task-config-2,5,4,hjson
6717980047b565ab5b849317,reading-task-config-3,5,5,hjson
6717980047b565ab5b849317,reading-task-config-4,6,3,hjson
6717980047b565ab5b849317,reading-task-config-5,6,2,hjson
6717980047b565ab5b849317,writing-task-config,6,3,hjson
6717980047b565ab5b849317,modifying-task-config-1,7,2,hjson
6717980047b565ab5b849317,modifying-task-config-2,7,2,hjson
6717980047b565ab5b849317,modifying-task-config-3,6,3,hjson
6717980047b565ab5b849317,modifying-task-config-4,7,1,hjson
651b29ff3a6cadf518640abe,writing-task-NL,2,7,xml
651b29ff3a6cadf518640abe,reading-task-config-1,4,5,xml
651b29ff3a6cadf518640abe,reading-task-config-2,3,6,xml
651b29ff3a6cadf518640abe,reading-task-config-3,6,2,xml
651b29ff3a6cadf518640abe,reading-task-config-4,7,1,xml
651b29ff3a6cadf518640abe,reading-task-config-5,5,3,xml
651b29ff3a6cadf518640abe,writing-task-config,7,1,xml
651b29ff3a6cadf518640abe,modifying-task-config-1,7,1,xml
651b29ff3a6cadf518640abe,modifying-task-config-2,7,1,xml
651b29ff3a6cadf518640abe,modifying-task-config-3,4,4,xml
651b29ff3a6cadf518640abe,modifying-task-config-4,7,1,xml
6818ca1523ece90f671e3601,writing-task-NL,2,6,json
6818ca1523ece90f671e3601,reading-task-config-1,2,7,json
6818ca1523ece90f671e3601,reading-task-config-2,1,7,json
6818ca1523ece90f671e3601,reading-task-config-3,2,7,json
6818ca1523ece90f671e3601,reading-task-config-4,3,6,json
6818ca1523ece90f671e3601,reading-task-config-5,1,7,json
6818ca1523ece90f671e3601,writing-task-config,2,7,json
6818ca1523ece90f671e3601,modifying-task-config-1,3,5,json
6818ca1523ece90f671e3601,modifying-task-config-2,1,7,json
6818ca1523ece90f671e3601,modifying-task-config-3,1,7,json
6818ca1523ece90f671e3601,modifying-task-config-4,6,2,json
67c1dd323984fa84ae83e162,writing-task-NL,3,6,jsonc
67c1dd323984fa84ae83e162,reading-task-config-1,6,4,jsonc
67c1dd323984fa84ae83e162,reading-task-config-2,5,5,jsonc
67c1dd323984fa84ae83e162,reading-task-config-3,4,3,jsonc
67c1dd323984fa84ae83e162,reading-task-config-4,7,6,jsonc
67c1dd323984fa84ae83e162,reading-task-config-5,6,6,jsonc
67c1dd323984fa84ae83e162,writing-task-config,7,6,jsonc
67c1dd323984fa84ae83e162,modifying-task-config-1,6,4,jsonc
67c1dd323984fa84ae83e162,modifying-task-config-2,7,2,jsonc
67c1dd323984fa84ae83e162,modifying-task-config-3,1,7,jsonc
67c1dd323984fa84ae83e162,modifying-task-config-4,6,3,jsonc
67d2a409ab3638e33fc417b9,writing-task-NL,1,5,hjson
67d2a409ab3638e33fc417b9,reading-task-config-1,3,3,hjson
67d2a409ab3638e33fc417b9,reading-task-config-2,4,5,hjson
67d2a409ab3638e33fc417b9,reading-task-config-3,7,1,hjson
67d2a409ab3638e33fc417b9,reading-task-config-4,5,4,hjson
67d2a409ab3638e33fc417b9,reading-task-config-5,6,4,hjson
67d2a409ab3638e33fc417b9,writing-task-config,2,4,hjson
67d2a409ab3638e33fc417b9,modifying-task-config-1,1,1,hjson
67d2a409ab3638e33fc417b9,modifying-task-config-2,1,1,hjson
67d2a409ab3638e33fc417b9,modifying-task-config-3,1,1,hjson
67d2a409ab3638e33fc417b9,modifying-task-config-4,1,1,hjson
66ec8f7ce843d25227820f97,writing-task-NL,1,7,hjson
66ec8f7ce843d25227820f97,reading-task-config-1,6,5,hjson
66ec8f7ce843d25227820f97,reading-task-config-2,2,6,hjson
66ec8f7ce843d25227820f97,reading-task-config-3,6,2,hjson
66ec8f7ce843d25227820f97,reading-task-config-4,7,5,hjson
66ec8f7ce843d25227820f97,reading-task-config-5,1,6,hjson
66ec8f7ce843d25227820f97,writing-task-config,7,6,hjson
66ec8f7ce843d25227820f97,modifying-task-config-1,1,6,hjson
66ec8f7ce843d25227820f97,modifying-task-config-2,6,6,hjson
66ec8f7ce843d25227820f97,modifying-task-config-3,6,6,hjson
66ec8f7ce843d25227820f97,modifying-task-config-4,1,5,hjson
6680d2279263349cc005956a,writing-task-NL,2,6,json
6680d2279263349cc005956a,reading-task-config-1,1,7,json
6680d2279263349cc005956a,reading-task-config-2,1,7,json
6680d2279263349cc005956a,reading-task-config-3,1,7,json
6680d2279263349cc005956a,reading-task-config-4,7,2,json
6680d2279263349cc005956a,reading-task-config-5,5,3,json
6680d2279263349cc005956a,writing-task-config,5,4,json
6680d2279263349cc005956a,modifying-task-config-1,1,6,json
6680d2279263349cc005956a,modifying-task-config-2,1,6,json
6680d2279263349cc005956a,modifying-task-config-3,4,4,json
6680d2279263349cc005956a,modifying-task-config-4,3,5,json
6081728972120aa7f9685791,writing-task-NL,1,7,json
6081728972120aa7f9685791,reading-task-config-1,1,7,json
6081728972120aa7f9685791,reading-task-config-2,1,7,json
6081728972120aa7f9685791,reading-task-config-3,1,7,json
6081728972120aa7f9685791,reading-task-config-4,4,6,json
6081728972120aa7f9685791,reading-task-config-5,3,7,json
6081728972120aa7f9685791,writing-task-config,2,6,json
6081728972120aa7f9685791,modifying-task-config-1,2,6,json
6081728972120aa7f9685791,modifying-task-config-2,3,6,json
6081728972120aa7f9685791,modifying-task-config-3,4,7,json
6081728972120aa7f9685791,modifying-task-config-4,3,6,json
67aca6831f2b0b79416bdb6c,writing-task-NL,2,7,xml
67aca6831f2b0b79416bdb6c,reading-task-config-1,2,7,xml
67aca6831f2b0b79416bdb6c,reading-task-config-2,3,5,xml
67aca6831f2b0b79416bdb6c,reading-task-config-3,4,6,xml
67aca6831f2b0b79416bdb6c,reading-task-config-4,2,5,xml
67aca6831f2b0b79416bdb6c,reading-task-config-5,3,6,xml
67aca6831f2b0b79416bdb6c,writing-task-config,7,3,xml
67aca6831f2b0b79416bdb6c,modifying-task-config-1,6,7,xml
67aca6831f2b0b79416bdb6c,modifying-task-config-2,2,5,xml
67aca6831f2b0b79416bdb6c,modifying-task-config-3,4,7,xml
67aca6831f2b0b79416bdb6c,modifying-task-config-4,4,5,xml
675aaf0eb1b401136f37c475,writing-task-NL,2,6,json
675aaf0eb1b401136f37c475,reading-task-config-1,7,3,json
675aaf0eb1b401136f37c475,reading-task-config-2,3,5,json
675aaf0eb1b401136f37c475,reading-task-config-3,6,3,json
675aaf0eb1b401136f37c475,reading-task-config-4,7,3,json
675aaf0eb1b401136f37c475,reading-task-config-5,6,3,json
675aaf0eb1b401136f37c475,writing-task-config,7,1,json
675aaf0eb1b401136f37c475,modifying-task-config-1,7,2,json
675aaf0eb1b401136f37c475,modifying-task-config-2,6,4,json
675aaf0eb1b401136f37c475,modifying-task-config-3,7,4,json
675aaf0eb1b401136f37c475,modifying-task-config-4,5,5,json
6723422d5f63c70998014b03,writing-task-NL,3,6,jsonc
6723422d5f63c70998014b03,reading-task-config-1,6,3,jsonc
6723422d5f63c70998014b03,reading-task-config-2,3,5,jsonc
6723422d5f63c70998014b03,reading-task-config-3,3,5,jsonc
6723422d5f63c70998014b03,reading-task-config-4,6,1,jsonc
6723422d5f63c70998014b03,reading-task-config-5,3,4,jsonc
6723422d5f63c70998014b03,writing-task-config,7,2,jsonc
6723422d5f63c70998014b03,modifying-task-config-1,6,4,jsonc
6723422d5f63c70998014b03,modifying-task-config-2,6,3,jsonc
6723422d5f63c70998014b03,modifying-task-config-3,5,3,jsonc
6723422d5f63c70998014b03,modifying-task-config-4,6,3,jsonc
6554e79557e3d6be08e32ceb,writing-task-NL,2,6,yaml
6554e79557e3d6be08e32ceb,reading-task-config-1,2,6,yaml
6554e79557e3d6be08e32ceb,reading-task-config-2,3,5,yaml
6554e79557e3d6be08e32ceb,reading-task-config-3,3,5,yaml
6554e79557e3d6be08e32ceb,reading-task-config-4,6,2,yaml
6554e79557e3d6be08e32ceb,reading-task-config-5,3,5,yaml
6554e79557e3d6be08e32ceb,writing-task-config,7,1,yaml
6554e79557e3d6be08e32ceb,modifying-task-config-1,3,5,yaml
6554e79557e3d6be08e32ceb,modifying-task-config-2,5,2,yaml
6554e79557e3d6be08e32ceb,modifying-task-config-3,4,4,yaml
6554e79557e3d6be08e32ceb,modifying-task-config-4,4,4,yaml
645b519f108c046164a6d232,writing-task-NL,3,4,yaml
645b519f108c046164a6d232,reading-task-config-1,2,5,yaml
645b519f108c046164a6d232,reading-task-config-2,2,5,yaml
645b519f108c046164a6d232,reading-task-config-3,1,6,yaml
645b519f108c046164a6d232,reading-task-config-4,1,6,yaml
645b519f108c046164a6d232,reading-task-config-5,1,6,yaml
645b519f108c046164a6d232,writing-task-config,6,2,yaml
645b519f108c046164a6d232,modifying-task-config-1,2,6,yaml
645b519f108c046164a6d232,modifying-task-config-2,3,4,yaml
645b519f108c046164a6d232,modifying-task-config-3,3,3,yaml
645b519f108c046164a6d232,modifying-task-config-4,4,3,yaml
589cd166b2a7180001f0527d,writing-task-NL,1,7,jsonc
589cd166b2a7180001f0527d,reading-task-config-1,1,7,jsonc
589cd166b2a7180001f0527d,reading-task-config-2,7,1,jsonc
589cd166b2a7180001f0527d,reading-task-config-3,1,7,jsonc
589cd166b2a7180001f0527d,reading-task-config-4,7,1,jsonc
589cd166b2a7180001f0527d,reading-task-config-5,1,7,jsonc
589cd166b2a7180001f0527d,writing-task-config,7,1,jsonc
589cd166b2a7180001f0527d,modifying-task-config-1,7,1,jsonc
589cd166b2a7180001f0527d,modifying-task-config-2,4,3,jsonc
589cd166b2a7180001f0527d,modifying-task-config-3,4,5,jsonc
589cd166b2a7180001f0527d,modifying-task-config-4,3,4,jsonc
6682a94b061954ae8483fb08,writing-task-NL,1,5,toml
6682a94b061954ae8483fb08,reading-task-config-1,1,7,toml
6682a94b061954ae8483fb08,reading-task-config-2,1,7,toml
6682a94b061954ae8483fb08,reading-task-config-3,1,7,toml
6682a94b061954ae8483fb08,reading-task-config-4,2,7,toml
6682a94b061954ae8483fb08,reading-task-config-5,1,7,toml
6682a94b061954ae8483fb08,writing-task-config,5,2,toml
6682a94b061954ae8483fb08,modifying-task-config-1,2,5,toml
6682a94b061954ae8483fb08,modifying-task-config-2,2,6,toml
6682a94b061954ae8483fb08,modifying-task-config-3,1,6,toml
6682a94b061954ae8483fb08,modifying-task-config-4,1,6,toml
6735b2a6112cf17b7b8df8d1,writing-task-NL,1,7,jsonc
6735b2a6112cf17b7b8df8d1,reading-task-config-1,7,2,jsonc
6735b2a6112cf17b7b8df8d1,reading-task-config-2,7,1,jsonc
6735b2a6112cf17b7b8df8d1,reading-task-config-3,6,3,jsonc
6735b2a6112cf17b7b8df8d1,reading-task-config-4,7,1,jsonc
6735b2a6112cf17b7b8df8d1,reading-task-config-5,2,6,jsonc
6735b2a6112cf17b7b8df8d1,writing-task-config,5,2,jsonc
6735b2a6112cf17b7b8df8d1,modifying-task-config-1,6,4,jsonc
6735b2a6112cf17b7b8df8d1,modifying-task-config-2,6,5,jsonc
6735b2a6112cf17b7b8df8d1,modifying-task-config-3,7,1,jsonc
6735b2a6112cf17b7b8df8d1,modifying-task-config-4,7,1,jsonc
67792abbab2fa21bf3644c09,writing-task-NL,2,6,hjson
67792abbab2fa21bf3644c09,reading-task-config-1,2,7,hjson
67792abbab2fa21bf3644c09,reading-task-config-2,5,3,hjson
67792abbab2fa21bf3644c09,reading-task-config-3,4,4,hjson
67792abbab2fa21bf3644c09,reading-task-config-4,4,3,hjson
67792abbab2fa21bf3644c09,reading-task-config-5,2,7,hjson
67792abbab2fa21bf3644c09,writing-task-config,4,4,hjson
67792abbab2fa21bf3644c09,modifying-task-config-1,2,7,hjson
67792abbab2fa21bf3644c09,modifying-task-config-2,2,7,hjson
67792abbab2fa21bf3644c09,modifying-task-config-3,2,6,hjson
67792abbab2fa21bf3644c09,modifying-task-config-4,6,1,hjson
5ea90bb434d5e337e98c7edd,writing-task-NL,1,7,json5
5ea90bb434d5e337e98c7edd,reading-task-config-1,1,7,json5
5ea90bb434d5e337e98c7edd,reading-task-config-2,1,7,json5
5ea90bb434d5e337e98c7edd,reading-task-config-3,1,7,json5
5ea90bb434d5e337e98c7edd,reading-task-config-4,5,4,json5
5ea90bb434d5e337e98c7edd,reading-task-config-5,1,7,json5
5ea90bb434d5e337e98c7edd,writing-task-config,6,3,json5
5ea90bb434d5e337e98c7edd,modifying-task-config-1,3,6,json5
5ea90bb434d5e337e98c7edd,modifying-task-config-2,3,6,json5
5ea90bb434d5e337e98c7edd,modifying-task-config-3,6,2,json5
5ea90bb434d5e337e98c7edd,modifying-task-config-4,6,2,json5
677f8968bbb08bc37c8d2a4b,writing-task-NL,4,7,xml
677f8968bbb08bc37c8d2a4b,reading-task-config-1,4,5,xml
677f8968bbb08bc37c8d2a4b,reading-task-config-2,6,3,xml
677f8968bbb08bc37c8d2a4b,reading-task-config-3,2,2,xml
677f8968bbb08bc37c8d2a4b,reading-task-config-4,1,7,xml
677f8968bbb08bc37c8d2a4b,reading-task-config-5,6,3,xml
677f8968bbb08bc37c8d2a4b,writing-task-config,7,2,xml
677f8968bbb08bc37c8d2a4b,modifying-task-config-1,5,1,xml
677f8968bbb08bc37c8d2a4b,modifying-task-config-2,5,3,xml
677f8968bbb08bc37c8d2a4b,modifying-task-config-3,4,3,xml
677f8968bbb08bc37c8d2a4b,modifying-task-config-4,7,1,xml
672f51ea346fba23ddd5a793,writing-task-NL,2,7,xml
672f51ea346fba23ddd5a793,reading-task-config-1,3,7,xml
672f51ea346fba23ddd5a793,reading-task-config-2,2,7,xml
672f51ea346fba23ddd5a793,reading-task-config-3,2,7,xml
672f51ea346fba23ddd5a793,reading-task-config-4,3,7,xml
672f51ea346fba23ddd5a793,reading-task-config-5,3,7,xml
672f51ea346fba23ddd5a793,writing-task-config,3,7,xml
672f51ea346fba23ddd5a793,modifying-task-config-1,3,7,xml
672f51ea346fba23ddd5a793,modifying-task-config-2,2,6,xml
672f51ea346fba23ddd5a793,modifying-task-config-3,2,7,xml
672f51ea346fba23ddd5a793,modifying-task-config-4,2,7,xml
67d13a1ec91ae2216896de44,writing-task-NL,4,6,json
67d13a1ec91ae2216896de44,reading-task-config-1,4,6,json
67d13a1ec91ae2216896de44,reading-task-config-2,3,7,json
67d13a1ec91ae2216896de44,reading-task-config-3,6,4,json
67d13a1ec91ae2216896de44,reading-task-config-4,3,7,json
67d13a1ec91ae2216896de44,reading-task-config-5,2,7,json
67d13a1ec91ae2216896de44,writing-task-config,3,7,json
67d13a1ec91ae2216896de44,modifying-task-config-1,2,7,json
67d13a1ec91ae2216896de44,modifying-task-config-2,2,7,json
67d13a1ec91ae2216896de44,modifying-task-config-3,2,7,json
67d13a1ec91ae2216896de44,modifying-task-config-4,2,7,json
67bf5ad9c5a4637861cfd21e,writing-task-NL,4,6,toml
67bf5ad9c5a4637861cfd21e,reading-task-config-1,1,7,toml
67bf5ad9c5a4637861cfd21e,reading-task-config-2,1,7,toml
67bf5ad9c5a4637861cfd21e,reading-task-config-3,1,7,toml
67bf5ad9c5a4637861cfd21e,reading-task-config-4,6,4,toml
67bf5ad9c5a4637861cfd21e,reading-task-config-5,2,7,toml
67bf5ad9c5a4637861cfd21e,writing-task-config,7,4,toml
67bf5ad9c5a4637861cfd21e,modifying-task-config-1,4,5,toml
67bf5ad9c5a4637861cfd21e,modifying-task-config-2,5,6,toml
67bf5ad9c5a4637861cfd21e,modifying-task-config-3,4,6,toml
67bf5ad9c5a4637861cfd21e,modifying-task-config-4,6,7,toml
616e5ae706e970fe0aff99b6,writing-task-NL,1,7,hjson
616e5ae706e970fe0aff99b6,reading-task-config-1,1,7,hjson
616e5ae706e970fe0aff99b6,reading-task-config-2,1,7,hjson
616e5ae706e970fe0aff99b6,reading-task-config-3,2,6,hjson
616e5ae706e970fe0aff99b6,reading-task-config-4,4,6,hjson
616e5ae706e970fe0aff99b6,reading-task-config-5,2,7,hjson
616e5ae706e970fe0aff99b6,writing-task-config,5,4,hjson
616e5ae706e970fe0aff99b6,modifying-task-config-1,3,5,hjson
616e5ae706e970fe0aff99b6,modifying-task-config-2,2,6,hjson
616e5ae706e970fe0aff99b6,modifying-task-config-3,2,5,hjson
616e5ae706e970fe0aff99b6,modifying-task-config-4,5,3,hjson
66311bae532a469f4858933e,writing-task-NL,2,7,toml
66311bae532a469f4858933e,reading-task-config-1,1,7,toml
66311bae532a469f4858933e,reading-task-config-2,2,6,toml
66311bae532a469f4858933e,reading-task-config-3,1,7,toml
66311bae532a469f4858933e,reading-task-config-4,2,6,toml
66311bae532a469f4858933e,reading-task-config-5,1,7,toml
66311bae532a469f4858933e,writing-task-config,5,3,toml
66311bae532a469f4858933e,modifying-task-config-1,2,2,toml
66311bae532a469f4858933e,modifying-task-config-2,7,7,toml
66311bae532a469f4858933e,modifying-task-config-3,2,6,toml
66311bae532a469f4858933e,modifying-task-config-4,5,2,toml
669284eabea5b8c9655927da,writing-task-NL,1,7,yaml
669284eabea5b8c9655927da,reading-task-config-1,5,3,yaml
669284eabea5b8c9655927da,reading-task-config-2,2,6,yaml
669284eabea5b8c9655927da,reading-task-config-3,1,7,yaml
669284eabea5b8c9655927da,reading-task-config-4,7,1,yaml
669284eabea5b8c9655927da,reading-task-config-5,1,7,yaml
669284eabea5b8c9655927da,writing-task-config,5,3,yaml
669284eabea5b8c9655927da,modifying-task-config-1,5,4,yaml
669284eabea5b8c9655927da,modifying-task-config-2,6,3,yaml
669284eabea5b8c9655927da,modifying-task-config-3,2,6,yaml
669284eabea5b8c9655927da,modifying-task-config-4,4,3,yaml
67da5ae29f57419143d2b99a,writing-task-NL,1,7,jsonc
67da5ae29f57419143d2b99a,reading-task-config-1,2,5,jsonc
67da5ae29f57419143d2b99a,reading-task-config-2,3,7,jsonc
67da5ae29f57419143d2b99a,reading-task-config-3,3,5,jsonc
67da5ae29f57419143d2b99a,reading-task-config-4,7,3,jsonc
67da5ae29f57419143d2b99a,reading-task-config-5,2,7,jsonc
67da5ae29f57419143d2b99a,writing-task-config,7,2,jsonc
67da5ae29f57419143d2b99a,modifying-task-config-1,7,1,jsonc
67da5ae29f57419143d2b99a,modifying-task-config-2,6,3,jsonc
67da5ae29f57419143d2b99a,modifying-task-config-3,5,4,jsonc
67da5ae29f57419143d2b99a,modifying-task-config-4,7,1,jsonc
68138e7f96395f4c5f3a0a87,writing-task-NL,1,1,json
68138e7f96395f4c5f3a0a87,reading-task-config-1,6,6,json
68138e7f96395f4c5f3a0a87,reading-task-config-2,4,2,json
68138e7f96395f4c5f3a0a87,reading-task-config-3,3,2,json
68138e7f96395f4c5f3a0a87,reading-task-config-4,7,1,json
68138e7f96395f4c5f3a0a87,reading-task-config-5,3,3,json
68138e7f96395f4c5f3a0a87,writing-task-config,7,1,json
68138e7f96395f4c5f3a0a87,modifying-task-config-1,7,1,json
68138e7f96395f4c5f3a0a87,modifying-task-config-2,6,2,json
68138e7f96395f4c5f3a0a87,modifying-task-config-3,3,3,json
68138e7f96395f4c5f3a0a87,modifying-task-config-4,3,3,json
66684beba2a2d24645a6d782,writing-task-NL,1,7,jsonc
66684beba2a2d24645a6d782,reading-task-config-1,7,1,jsonc
66684beba2a2d24645a6d782,reading-task-config-2,1,7,jsonc
66684beba2a2d24645a6d782,reading-task-config-3,1,7,jsonc
66684beba2a2d24645a6d782,reading-task-config-4,7,1,jsonc
66684beba2a2d24645a6d782,reading-task-config-5,1,7,jsonc
66684beba2a2d24645a6d782,writing-task-config,7,1,jsonc
66684beba2a2d24645a6d782,modifying-task-config-1,1,7,jsonc
66684beba2a2d24645a6d782,modifying-task-config-2,1,7,jsonc
66684beba2a2d24645a6d782,modifying-task-config-3,7,1,jsonc
66684beba2a2d24645a6d782,modifying-task-config-4,7,1,jsonc
660eafee7515c432e850362d,writing-task-NL,7,7,hjson
660eafee7515c432e850362d,reading-task-config-1,4,4,hjson
660eafee7515c432e850362d,reading-task-config-2,3,4,hjson
660eafee7515c432e850362d,reading-task-config-3,4,4,hjson
660eafee7515c432e850362d,reading-task-config-4,4,4,hjson
660eafee7515c432e850362d,reading-task-config-5,4,4,hjson
660eafee7515c432e850362d,writing-task-config,3,3,hjson
660eafee7515c432e850362d,modifying-task-config-1,6,3,hjson
660eafee7515c432e850362d,modifying-task-config-2,6,3,hjson
660eafee7515c432e850362d,modifying-task-config-3,4,3,hjson
660eafee7515c432e850362d,modifying-task-config-4,4,3,hjson
62d7fef5538b81f205ba4656,writing-task-NL,1,7,xml
62d7fef5538b81f205ba4656,reading-task-config-1,1,7,xml
62d7fef5538b81f205ba4656,reading-task-config-2,1,7,xml
62d7fef5538b81f205ba4656,reading-task-config-3,1,7,xml
62d7fef5538b81f205ba4656,reading-task-config-4,1,7,xml
62d7fef5538b81f205ba4656,reading-task-config-5,1,7,xml
62d7fef5538b81f205ba4656,writing-task-config,3,5,xml
62d7fef5538b81f205ba4656,modifying-task-config-1,5,4,xml
62d7fef5538b81f205ba4656,modifying-task-config-2,2,5,xml
62d7fef5538b81f205ba4656,modifying-task-config-3,1,7,xml
62d7fef5538b81f205ba4656,modifying-task-config-4,1,5,xml
67caa7fe00179edfb74d3e1a,writing-task-NL,1,7,json5
67caa7fe00179edfb74d3e1a,reading-task-config-1,5,6,json5
67caa7fe00179edfb74d3e1a,reading-task-config-2,3,5,json5
67caa7fe00179edfb74d3e1a,reading-task-config-3,2,5,json5
67caa7fe00179edfb74d3e1a,reading-task-config-4,3,5,json5
67caa7fe00179edfb74d3e1a,reading-task-config-5,3,4,json5
67caa7fe00179edfb74d3e1a,writing-task-config,6,3,json5
67caa7fe00179edfb74d3e1a,modifying-task-config-1,4,2,json5
67caa7fe00179edfb74d3e1a,modifying-task-config-2,4,4,json5
67caa7fe00179edfb74d3e1a,modifying-task-config-3,7,1,json5
67caa7fe00179edfb74d3e1a,modifying-task-config-4,4,2,json5
65fae23bd06ae76bcc297e8b,writing-task-NL,3,6,hjson
65fae23bd06ae76bcc297e8b,reading-task-config-1,5,6,hjson
65fae23bd06ae76bcc297e8b,reading-task-config-2,4,6,hjson
65fae23bd06ae76bcc297e8b,reading-task-config-3,3,7,hjson
65fae23bd06ae76bcc297e8b,reading-task-config-4,6,6,hjson
65fae23bd06ae76bcc297e8b,reading-task-config-5,3,6,hjson
65fae23bd06ae76bcc297e8b,writing-task-config,7,5,hjson
65fae23bd06ae76bcc297e8b,modifying-task-config-1,6,5,hjson
65fae23bd06ae76bcc297e8b,modifying-task-config-2,7,5,hjson
65fae23bd06ae76bcc297e8b,modifying-task-config-3,5,5,hjson
65fae23bd06ae76bcc297e8b,modifying-task-config-4,7,3,hjson
588ab33542c8e900019d02ae,writing-task-NL,3,4,jsonc
588ab33542c8e900019d02ae,reading-task-config-1,1,4,jsonc
588ab33542c8e900019d02ae,reading-task-config-2,2,5,jsonc
588ab33542c8e900019d02ae,reading-task-config-3,2,5,jsonc
588ab33542c8e900019d02ae,reading-task-config-4,6,1,jsonc
588ab33542c8e900019d02ae,reading-task-config-5,2,6,jsonc
588ab33542c8e900019d02ae,writing-task-config,7,1,jsonc
588ab33542c8e900019d02ae,modifying-task-config-1,7,1,jsonc
588ab33542c8e900019d02ae,modifying-task-config-2,7,1,jsonc
588ab33542c8e900019d02ae,modifying-task-config-3,2,6,jsonc
588ab33542c8e900019d02ae,modifying-task-config-4,7,1,jsonc
67f4ea448eb6a2b293c1f2fc,writing-task-NL,1,1,json
67f4ea448eb6a2b293c1f2fc,reading-task-config-1,2,6,json
67f4ea448eb6a2b293c1f2fc,reading-task-config-2,2,6,json
67f4ea448eb6a2b293c1f2fc,reading-task-config-3,3,5,json
67f4ea448eb6a2b293c1f2fc,reading-task-config-4,4,5,json
67f4ea448eb6a2b293c1f2fc,reading-task-config-5,3,5,json
67f4ea448eb6a2b293c1f2fc,writing-task-config,7,3,json
67f4ea448eb6a2b293c1f2fc,modifying-task-config-1,6,1,json
67f4ea448eb6a2b293c1f2fc,modifying-task-config-2,2,6,json
67f4ea448eb6a2b293c1f2fc,modifying-task-config-3,4,4,json
67f4ea448eb6a2b293c1f2fc,modifying-task-config-4,7,1,json
65f4ab7884f8411c9e11a34e,writing-task-NL,2,7,json5
65f4ab7884f8411c9e11a34e,reading-task-config-1,5,5,json5
65f4ab7884f8411c9e11a34e,reading-task-config-2,6,5,json5
65f4ab7884f8411c9e11a34e,reading-task-config-3,3,6,json5
65f4ab7884f8411c9e11a34e,reading-task-config-4,5,4,json5
65f4ab7884f8411c9e11a34e,reading-task-config-5,3,5,json5
65f4ab7884f8411c9e11a34e,writing-task-config,7,2,json5
65f4ab7884f8411c9e11a34e,modifying-task-config-1,3,6,json5
65f4ab7884f8411c9e11a34e,modifying-task-config-2,5,4,json5
65f4ab7884f8411c9e11a34e,modifying-task-config-3,3,4,json5
65f4ab7884f8411c9e11a34e,modifying-task-config-4,4,4,json5
611d0afbb2a19acfd012545b,writing-task-NL,1,7,toml
611d0afbb2a19acfd012545b,reading-task-config-1,1,7,toml
611d0afbb2a19acfd012545b,reading-task-config-2,1,7,toml
