participantId,task,score,format
64457bc906c125cebd4bf66b,mental-demand,93,json5
6697c8b6d9d7baa7edd8c4d3,mental-demand,90,hjson
67e25388d573ec2d5f1c8442,mental-demand,90,yaml
67e5cf90b79d0874e1cf16b0,mental-demand,97,toml
67d00f24466a67ba7e41228e,mental-demand,79,toml
66475d6f7b27e4443ef0d031,mental-demand,99,json
6672d878f68b9e349b56e871,mental-demand,98,toml
67f5bb69760b211cdfe8021c,mental-demand,79,jsonc
67e571bef6af7ecd9c29ad72,mental-demand,100,json
60f1f1d4ac991a259b83f603,mental-demand,100,json
678f0bb28ec3307e4f1afb78,mental-demand,90,hjson
669b961e1c9cf30a26bb57d2,mental-demand,100,xml
673c13c9d37c8a73bc80b8ce,mental-demand,90,json
66992f58a7964f557fc75f58,mental-demand,99,toml
60721c2da01b3a616edba9a7,mental-demand,100,xml
673e43cc760355e9e4f042a3,mental-demand,100,json5
60a0b744298c64d46b63e893,mental-demand,90,hjson
67dc19c31078d1581e39e75a,mental-demand,65,yaml
678bad003d15e6aba1ee5a5d,mental-demand,55,jsonc
66cdfebcb908ea2717d06b6c,mental-demand,56,hjson
67f0c5d37f91ceae5cb3b318,mental-demand,99,jsonc
56cb8858edf8da000b6df354,mental-demand,30,hjson
67aee0dfad3492b61a9ba0eb,mental-demand,99,jsonc
667971a555af1f83d3f29ae7,mental-demand,80,hjson
5c6414540821d30001046198,mental-demand,98,hjson
6788c1c724c24dc56b08790a,mental-demand,100,json5
67adb520391eb17f214a50b4,mental-demand,96,yaml
67d95269b47464c18da766ca,mental-demand,80,xml
64275e53f51a5ed4f6b7d019,mental-demand,100,toml
6734346ca8e90c2da6fb4509,mental-demand,85,jsonc
66049694dfb8828a8f3dce70,mental-demand,100,yaml
67ab214c2cde1be7c45535ac,mental-demand,100,jsonc
607728dc0b4f8590b94ae57c,mental-demand,70,jsonc
667c18ace97ab6869cb1c50e,mental-demand,89,hjson
667ac09492ea0caadf488520,mental-demand,98,json
6740ae39809389d7da9de209,mental-demand,95,xml
67c246023b44ca64d40ae45a,mental-demand,100,json5
67debe02a893eea51e8d02f2,mental-demand,95,json
673d0377254c407e5da57f97,mental-demand,78,toml
62fd14d7b1e0729dc8aadb79,mental-demand,80,xml
5dafea4de40355001651fa2f,mental-demand,87,jsonc
6787e4bd2bf9557a90208f03,mental-demand,80,yaml
5e8a5a892f6f027054a83d88,mental-demand,85,toml
67e4920c40c9561040ca01d0,mental-demand,90,xml
615200d54efc832849db2259,mental-demand,95,json
67f184a3b82990251abd1592,mental-demand,86,yaml
67bf88cc763aae600b429a3e,mental-demand,93,toml
67a754a5c8614c52a939d87b,mental-demand,60,hjson
60fce3df91350150e2e88423,mental-demand,81,yaml
67d29234dbfdb6668d124115,mental-demand,100,yaml
65cf6d8a589a67afcab54e6f,mental-demand,5,hjson
672d98919cc177d28c204e76,mental-demand,95,json5
66b0d065329001a04e5ae671,mental-demand,81,json
67f1a4f8dd44e7cd5adffa29,mental-demand,95,json5
5e3b5fa9255e7a37bc841135,mental-demand,90,json
677c52fe648cd68583dd3b1e,mental-demand,100,xml
5d30dfa68b1523000134878f,mental-demand,96,json
671a519900a99ebc15a67672,mental-demand,100,yaml
672ca6c0324ac26cdc0dd298,mental-demand,98,json5
67d7fa657f5ac0292a291a38,mental-demand,90,hjson
677d185800ab83d1b0185d82,mental-demand,91,jsonc
5b68c9eb87af310001584803,mental-demand,95,json5
6784ff2095dd9b97e969b01f,mental-demand,85,jsonc
67eff2b1a264260e948a4d14,mental-demand,100,xml
5ecc71c95c92c2000a9e9a19,mental-demand,95,jsonc
61267b828ead584bcf092e35,mental-demand,100,hjson
6501c0a2e788b5556c24569d,mental-demand,65,xml
637d8ca00150ac6e71a34ec9,mental-demand,100,yaml
67cb01a82dda2577eb6ee320,mental-demand,77,json
67e17bac09359e09118892b4,mental-demand,78,json5
6606b31155457e4f162ecf5a,mental-demand,100,json5
63e5b3e89a3823139cb9d35e,mental-demand,100,toml
66bb6b7e0ccbed81f3ed30a8,mental-demand,92,xml
6753746b1f8827e2bd586bf0,mental-demand,100,xml
67cd944859dabbd1d4552d39,mental-demand,95,json
57c357770e6a1f00015f6038,mental-demand,100,json
67d188bcc201cc08eac23f92,mental-demand,100,json5
67f3619e16d4ca195fbd1bd0,mental-demand,66,yaml
66781db404eab5e142f849d9,mental-demand,80,jsonc
667c2175b570aa694ce2f63c,mental-demand,90,toml
67d1283c8f6169900d0072d2,mental-demand,97,yaml
5f29eff59714081a3594a331,mental-demand,95,json
65be552ceed6a0595fa1feb5,mental-demand,99,json
6577a27da9f5297d49f38e6f,mental-demand,87,hjson
67eefd0739d752c54dd52686,mental-demand,99,toml
67e12acb51605ac16c227598,mental-demand,90,jsonc
67d9788747176969d8d0fa1d,mental-demand,64,hjson
669a84e18da4349ece0ea67c,mental-demand,100,xml
67d548b5aa5737666a77a6d2,mental-demand,70,json5
67ab57e88fd0774428bd1f32,mental-demand,85,xml
667983594f7d5d70a78c6e5a,mental-demand,100,json
67f913a9b5c79e960807c7e3,mental-demand,90,yaml
672003022f1b667a20157c45,mental-demand,60,yaml
671b65fe04c301eb14263ba5,mental-demand,95,toml
6787d648d7b1963c661f9443,mental-demand,95,json5
66a9285501ac98053902d481,mental-demand,81,toml
66a662a0a709312db9de01f2,mental-demand,99,jsonc
66b246951b9aefec80b7158a,mental-demand,95,json
5d766978f47e6200019a2acf,mental-demand,85,yaml
677d32c679491be18090225b,mental-demand,46,xml
67d163e7b7bcc1e9718e01da,mental-demand,60,json5
665c5d94303fdf202ac9ded0,mental-demand,45,toml
67ab650c320eccf6141d4010,mental-demand,65,jsonc
65fad673a546ab14baf2f8d3,mental-demand,85,json5
67f1c7bd6f1c4a3d8deae02f,mental-demand,85,toml
67adb27bd5f5776fcb16da62,mental-demand,85,hjson
6675c40cdc52b37294f0514e,mental-demand,82,hjson
64457bc906c125cebd4bf66b,physical-demand,11,json5
6697c8b6d9d7baa7edd8c4d3,physical-demand,20,hjson
67e25388d573ec2d5f1c8442,physical-demand,100,yaml
67e5cf90b79d0874e1cf16b0,physical-demand,90,toml
67d00f24466a67ba7e41228e,physical-demand,77,toml
66475d6f7b27e4443ef0d031,physical-demand,3,json
6672d878f68b9e349b56e871,physical-demand,98,toml
67f5bb69760b211cdfe8021c,physical-demand,56,jsonc
67e571bef6af7ecd9c29ad72,physical-demand,100,json
60f1f1d4ac991a259b83f603,physical-demand,100,json
678f0bb28ec3307e4f1afb78,physical-demand,5,hjson
669b961e1c9cf30a26bb57d2,physical-demand,96,xml
673c13c9d37c8a73bc80b8ce,physical-demand,44,json
66992f58a7964f557fc75f58,physical-demand,98,toml
60721c2da01b3a616edba9a7,physical-demand,100,xml
673e43cc760355e9e4f042a3,physical-demand,100,json5
60a0b744298c64d46b63e893,physical-demand,75,hjson
67dc19c31078d1581e39e75a,physical-demand,54,yaml
678bad003d15e6aba1ee5a5d,physical-demand,65,jsonc
66cdfebcb908ea2717d06b6c,physical-demand,77,hjson
67f0c5d37f91ceae5cb3b318,physical-demand,100,jsonc
56cb8858edf8da000b6df354,physical-demand,40,hjson
67aee0dfad3492b61a9ba0eb,physical-demand,55,jsonc
667971a555af1f83d3f29ae7,physical-demand,40,hjson
5c6414540821d30001046198,physical-demand,9,hjson
6788c1c724c24dc56b08790a,physical-demand,100,json5
67adb520391eb17f214a50b4,physical-demand,52,yaml
67d95269b47464c18da766ca,physical-demand,60,xml
64275e53f51a5ed4f6b7d019,physical-demand,10,toml
6734346ca8e90c2da6fb4509,physical-demand,0,jsonc
66049694dfb8828a8f3dce70,physical-demand,55,yaml
67ab214c2cde1be7c45535ac,physical-demand,85,jsonc
607728dc0b4f8590b94ae57c,physical-demand,2,jsonc
667c18ace97ab6869cb1c50e,physical-demand,10,hjson
667ac09492ea0caadf488520,physical-demand,95,json
6740ae39809389d7da9de209,physical-demand,95,xml
67c246023b44ca64d40ae45a,physical-demand,100,json5
67debe02a893eea51e8d02f2,physical-demand,50,json
673d0377254c407e5da57f97,physical-demand,10,toml
62fd14d7b1e0729dc8aadb79,physical-demand,10,xml
5dafea4de40355001651fa2f,physical-demand,50,jsonc
6787e4bd2bf9557a90208f03,physical-demand,85,yaml
5e8a5a892f6f027054a83d88,physical-demand,0,toml
67e4920c40c9561040ca01d0,physical-demand,55,xml
615200d54efc832849db2259,physical-demand,55,json
67f184a3b82990251abd1592,physical-demand,60,yaml
67bf88cc763aae600b429a3e,physical-demand,9,toml
67a754a5c8614c52a939d87b,physical-demand,45,hjson
60fce3df91350150e2e88423,physical-demand,50,yaml
67d29234dbfdb6668d124115,physical-demand,100,yaml
65cf6d8a589a67afcab54e6f,physical-demand,5,hjson
672d98919cc177d28c204e76,physical-demand,54,json5
66b0d065329001a04e5ae671,physical-demand,71,json
67f1a4f8dd44e7cd5adffa29,physical-demand,90,json5
5e3b5fa9255e7a37bc841135,physical-demand,20,json
677c52fe648cd68583dd3b1e,physical-demand,70,xml
5d30dfa68b1523000134878f,physical-demand,5,json
671a519900a99ebc15a67672,physical-demand,50,yaml
672ca6c0324ac26cdc0dd298,physical-demand,51,json5
67d7fa657f5ac0292a291a38,physical-demand,45,hjson
677d185800ab83d1b0185d82,physical-demand,65,jsonc
5b68c9eb87af310001584803,physical-demand,90,json5
6784ff2095dd9b97e969b01f,physical-demand,70,jsonc
67eff2b1a264260e948a4d14,physical-demand,100,xml
5ecc71c95c92c2000a9e9a19,physical-demand,0,jsonc
61267b828ead584bcf092e35,physical-demand,97,hjson
6501c0a2e788b5556c24569d,physical-demand,10,xml
637d8ca00150ac6e71a34ec9,physical-demand,0,yaml
67cb01a82dda2577eb6ee320,physical-demand,73,json
67e17bac09359e09118892b4,physical-demand,72,json5
6606b31155457e4f162ecf5a,physical-demand,100,json5
63e5b3e89a3823139cb9d35e,physical-demand,20,toml
66bb6b7e0ccbed81f3ed30a8,physical-demand,1,xml
6753746b1f8827e2bd586bf0,physical-demand,1,xml
67cd944859dabbd1d4552d39,physical-demand,75,json
57c357770e6a1f00015f6038,physical-demand,90,json
67d188bcc201cc08eac23f92,physical-demand,100,json5
67f3619e16d4ca195fbd1bd0,physical-demand,65,yaml
66781db404eab5e142f849d9,physical-demand,47,jsonc
667c2175b570aa694ce2f63c,physical-demand,90,toml
67d1283c8f6169900d0072d2,physical-demand,97,yaml
5f29eff59714081a3594a331,physical-demand,75,json
65be552ceed6a0595fa1feb5,physical-demand,91,json
6577a27da9f5297d49f38e6f,physical-demand,35,hjson
67eefd0739d752c54dd52686,physical-demand,90,toml
67e12acb51605ac16c227598,physical-demand,99,jsonc
67d9788747176969d8d0fa1d,physical-demand,69,hjson
669a84e18da4349ece0ea67c,physical-demand,30,xml
67d548b5aa5737666a77a6d2,physical-demand,70,json5
67ab57e88fd0774428bd1f32,physical-demand,66,xml
667983594f7d5d70a78c6e5a,physical-demand,100,json
67f913a9b5c79e960807c7e3,physical-demand,20,yaml
672003022f1b667a20157c45,physical-demand,5,yaml
671b65fe04c301eb14263ba5,physical-demand,80,toml
6787d648d7b1963c661f9443,physical-demand,48,json5
66a9285501ac98053902d481,physical-demand,10,toml
66a662a0a709312db9de01f2,physical-demand,99,jsonc
66b246951b9aefec80b7158a,physical-demand,75,json
5d766978f47e6200019a2acf,physical-demand,20,yaml
677d32c679491be18090225b,physical-demand,25,xml
67d163e7b7bcc1e9718e01da,physical-demand,45,json5
665c5d94303fdf202ac9ded0,physical-demand,15,toml
67ab650c320eccf6141d4010,physical-demand,61,jsonc
65fad673a546ab14baf2f8d3,physical-demand,80,json5
67f1c7bd6f1c4a3d8deae02f,physical-demand,60,toml
67adb27bd5f5776fcb16da62,physical-demand,75,hjson
6675c40cdc52b37294f0514e,physical-demand,86,hjson
64457bc906c125cebd4bf66b,temporal-demand,55,json5
6697c8b6d9d7baa7edd8c4d3,temporal-demand,50,hjson
67e25388d573ec2d5f1c8442,temporal-demand,70,yaml
67e5cf90b79d0874e1cf16b0,temporal-demand,92,toml
67d00f24466a67ba7e41228e,temporal-demand,63,toml
66475d6f7b27e4443ef0d031,temporal-demand,58,json
6672d878f68b9e349b56e871,temporal-demand,97,toml
67f5bb69760b211cdfe8021c,temporal-demand,65,jsonc
67e571bef6af7ecd9c29ad72,temporal-demand,100,json
60f1f1d4ac991a259b83f603,temporal-demand,0,json
678f0bb28ec3307e4f1afb78,temporal-demand,16,hjson
669b961e1c9cf30a26bb57d2,temporal-demand,100,xml
673c13c9d37c8a73bc80b8ce,temporal-demand,75,json
66992f58a7964f557fc75f58,temporal-demand,98,toml
60721c2da01b3a616edba9a7,temporal-demand,100,xml
673e43cc760355e9e4f042a3,temporal-demand,100,json5
60a0b744298c64d46b63e893,temporal-demand,10,hjson
67dc19c31078d1581e39e75a,temporal-demand,40,yaml
678bad003d15e6aba1ee5a5d,temporal-demand,50,jsonc
66cdfebcb908ea2717d06b6c,temporal-demand,67,hjson
67f0c5d37f91ceae5cb3b318,temporal-demand,98,jsonc
56cb8858edf8da000b6df354,temporal-demand,20,hjson
67aee0dfad3492b61a9ba0eb,temporal-demand,80,jsonc
667971a555af1f83d3f29ae7,temporal-demand,60,hjson
5c6414540821d30001046198,temporal-demand,86,hjson
6788c1c724c24dc56b08790a,temporal-demand,85,json5
67adb520391eb17f214a50b4,temporal-demand,64,yaml
67d95269b47464c18da766ca,temporal-demand,65,xml
64275e53f51a5ed4f6b7d019,temporal-demand,0,toml
6734346ca8e90c2da6fb4509,temporal-demand,30,jsonc
66049694dfb8828a8f3dce70,temporal-demand,70,yaml
67ab214c2cde1be7c45535ac,temporal-demand,100,jsonc
607728dc0b4f8590b94ae57c,temporal-demand,80,jsonc
667c18ace97ab6869cb1c50e,temporal-demand,65,hjson
667ac09492ea0caadf488520,temporal-demand,52,json
6740ae39809389d7da9de209,temporal-demand,95,xml
67c246023b44ca64d40ae45a,temporal-demand,95,json5
67debe02a893eea51e8d02f2,temporal-demand,100,json
673d0377254c407e5da57f97,temporal-demand,64,toml
62fd14d7b1e0729dc8aadb79,temporal-demand,55,xml
5dafea4de40355001651fa2f,temporal-demand,54,jsonc
6787e4bd2bf9557a90208f03,temporal-demand,50,yaml
5e8a5a892f6f027054a83d88,temporal-demand,0,toml
67e4920c40c9561040ca01d0,temporal-demand,45,xml
615200d54efc832849db2259,temporal-demand,65,json
67f184a3b82990251abd1592,temporal-demand,80,yaml
67bf88cc763aae600b429a3e,temporal-demand,74,toml
67a754a5c8614c52a939d87b,temporal-demand,44,hjson
60fce3df91350150e2e88423,temporal-demand,70,yaml
67d29234dbfdb6668d124115,temporal-demand,70,yaml
65cf6d8a589a67afcab54e6f,temporal-demand,0,hjson
672d98919cc177d28c204e76,temporal-demand,96,json5
66b0d065329001a04e5ae671,temporal-demand,88,json
67f1a4f8dd44e7cd5adffa29,temporal-demand,85,json5
5e3b5fa9255e7a37bc841135,temporal-demand,95,json
677c52fe648cd68583dd3b1e,temporal-demand,70,xml
5d30dfa68b1523000134878f,temporal-demand,79,json
671a519900a99ebc15a67672,temporal-demand,95,yaml
672ca6c0324ac26cdc0dd298,temporal-demand,100,json5
67d7fa657f5ac0292a291a38,temporal-demand,40,hjson
677d185800ab83d1b0185d82,temporal-demand,60,jsonc
5b68c9eb87af310001584803,temporal-demand,90,json5
6784ff2095dd9b97e969b01f,temporal-demand,70,jsonc
67eff2b1a264260e948a4d14,temporal-demand,100,xml
5ecc71c95c92c2000a9e9a19,temporal-demand,80,jsonc
61267b828ead584bcf092e35,temporal-demand,99,hjson
6501c0a2e788b5556c24569d,temporal-demand,15,xml
637d8ca00150ac6e71a34ec9,temporal-demand,75,yaml
67cb01a82dda2577eb6ee320,temporal-demand,60,json
67e17bac09359e09118892b4,temporal-demand,44,json5
6606b31155457e4f162ecf5a,temporal-demand,90,json5
63e5b3e89a3823139cb9d35e,temporal-demand,51,toml
66bb6b7e0ccbed81f3ed30a8,temporal-demand,98,xml
6753746b1f8827e2bd586bf0,temporal-demand,10,xml
67cd944859dabbd1d4552d39,temporal-demand,75,json
57c357770e6a1f00015f6038,temporal-demand,99,json
67d188bcc201cc08eac23f92,temporal-demand,100,json5
67f3619e16d4ca195fbd1bd0,temporal-demand,50,yaml
66781db404eab5e142f849d9,temporal-demand,65,jsonc
667c2175b570aa694ce2f63c,temporal-demand,25,toml
67d1283c8f6169900d0072d2,temporal-demand,97,yaml
5f29eff59714081a3594a331,temporal-demand,85,json
65be552ceed6a0595fa1feb5,temporal-demand,85,json
6577a27da9f5297d49f38e6f,temporal-demand,25,hjson
67eefd0739d752c54dd52686,temporal-demand,79,toml
67e12acb51605ac16c227598,temporal-demand,85,jsonc
67d9788747176969d8d0fa1d,temporal-demand,71,hjson
669a84e18da4349ece0ea67c,temporal-demand,100,xml
67d548b5aa5737666a77a6d2,temporal-demand,80,json5
67ab57e88fd0774428bd1f32,temporal-demand,98,xml
